Label,Sentence,Array
normal,<user> <user> but that not an exclusive ace issue that a rape issue that like claiming straight white able bodied rich men are systematically oppressed because they can be raped anybody can be raped rapists do not care who you are they just want to rape,"punched,raped,starved,torturing,mugging"
normal,<user> no they will be not india has islamic pakistan on one side and islamic bangladesh on the other moreover <number> declared islamic countries world over why would india take muslim refugees and illegal immigrants from these islamic countries why give a logical answer,"threatened,stole,outrageous act,poor treatment,alienate"
normal,the biological essentialist conception of jewishness that emerges from the collision of matrilineality with zionism also functions to inscribe jewishness as white zionism established white jews as intermediaries between white euro christian empire and jewish people broadly,"false,incorrect,wrong,challenge,persuade,change minds"
normal,<user> it okay to be white,"killed,annhilate,destroy"
hatespeech,it was thanks to them that australia brought in the 1 8 c law about racial crap i heard the dick head of the jew council of aust say so on radio they only wanted it because a muzrat was saying jew pigs on fb so we all get this law,"punched,raped,starved,torturing,mugging"
normal,<user> what if you get raped or the condom breaks,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> <user> <user> democrats did not care about the illegal immigrants being raped or forced into the sex slave market until president trump made it a priority,"punched,raped,starved,torturing,mugging"
normal,<user> le dindu nuffin lol,"killed,annhilate,destroy"
hatespeech,<number> sacks <number> fucking goddamn sacks are you fucking kidding me you fat retarded mongoloids better protect that goddamn soulless ginger jesus fucking christ <user> get your shit together,"rat,monkey,nazi,demon,cancer,monster"
offensive,new french president spokesman is an ethnomasochist and a nigger lover,"punched,raped,starved,torturing,mugging"
offensive,i bet he a wetback tho she should be calling ice,"punched,raped,starved,torturing,mugging"
hatespeech,<user> <user> never has sympathy for brits just loser muzzies like himself,"punched,raped,starved,torturing,mugging"
hatespeech,insanity but the millennial fools will suck it up yeah little white suburban snowflakes females go fuck a nigger for equality lmfao fools die,"false,incorrect,wrong,challenge,persuade,change minds"
hatespeech,there a kike around every corner a false friend around every bend,"false,incorrect,wrong,challenge,persuade,change minds"
normal,sigh i remember when sanctuary used to mean a sacred space the commies pervert everything with their degeneracy they have already started calling invader mud females beauty queens soon they will call muzzie sex attack migrants chastity angels and pro jihad imams law and order advocates,"punched,raped,starved,torturing,mugging"
hatespeech,where do i get news about the possible recount drudge is not putting up links about it being the filthy kike he is,"rat,monkey,nazi,demon,cancer,monster"
hatespeech,<number> jesus was born a jew to jew parents in judea <number> dead people do not live again <number> the problem with claiming i am going to hell forever for not believing in your dead kike is that i do not believe in your dead kike or your hell,"rat,monkey,nazi,demon,cancer,monster"
normal,just as you can not treat a gentleman just like an redneck you can not treat an alpha male like a beta male,"punched,raped,starved,torturing,mugging"
normal,<user> youre hurting my feelings thats why dykes 6 o o h € ii,"killed,annhilate,destroy"
normal,<user> <user> <user> <user> q people do not trust anyone confirmation of a new q authenticity would have to come from potus codemonkey can kiss my white ass,"false,incorrect,wrong,challenge,persuade,change minds"
offensive,bitches be si press to go to the club but be sitting looking dumb as shit 😂 bitch go home,"punched,raped,starved,torturing,mugging"
normal,a group of xhosa men is called the hoes stop getting mad because we use the right terms,"false,incorrect,wrong,challenge,persuade,change minds"
normal,you dudes need to boss up i am tired of women saying niggas ain t shit,"punched,raped,starved,torturing,mugging"
normal,<number> liners are old oredi bitches we old old dumb,"killed,annhilate,destroy"
normal,<number> problems but a nigga ain t one,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> i can deal with a room full of white ppl if there is atleast hip hop playing,"killed,annhilate,destroy"
normal,a place that agreed the pubic is retarded and illiterate and needs representation no straight votes no democracy a republics says the aristocrats are holy holy holy and we are disgusting mud stompers lmao never only white people here do that do not tread on them,"threatened,stole,outrageous act,poor treatment,alienate"
normal,<user> looks like in front of prince station the wall just been cleaned here was full of white flowers from citizens to memories the death on 3 1 th august on the ground the yellow papers are fake money given to the dead the two big boards written who kills should die do more study rt,"killed,annhilate,destroy"
normal,fuck me what a terrible game sooner greasy hook nose is gone the better,"punched,raped,starved,torturing,mugging"
normal,<user> i can not decide darlifra is a fucking conservative nightmare but cross ange makes a rape victim apologize for being raped among many egregious offenses it like choosing between burning at the stake and being caught in a volcanic explosion,"punched,raped,starved,torturing,mugging"
normal,<user> you all niggers ain t never getting it,"punched,raped,starved,torturing,mugging"
normal,<user> <user> i am definitely somewhere on the the ship queer and the homosexual friend spectrum,"rat,monkey,nazi,demon,cancer,monster"
normal,this daughter of immigrants can see that priti patel is a smug dickhead who happily playing the stooge for white supremacy like many light skinned rich south asians before her it always been terrifying to see and it still horrific now also her eyebrows are shit,"punched,raped,starved,torturing,mugging"
normal,<user> what is the difference between <number> he became muslim and raped his daughter and <number> he raped his daughter and became muslim i find no difference hiralal converted to a religion he belonged he must hv started followed islam before conversation,"killed,annhilate,destroy"
normal,<user> <user> bro need to clean that white ass tongue 😭 😭 😭,"threatened,stole,outrageous act,poor treatment,alienate"
hatespeech,seems ellison was not the first mudslime in congress amash was and is ellison cohert to destroy america,"killed,annhilate,destroy"
hatespeech,<user> that explains why you do not have a problem with white genocide you are not white you are a kike that hates european whites fuck off,"killed,annhilate,destroy"
normal,all of these niggas is average,"rat,monkey,nazi,demon,cancer,monster"
